id,added_on_year,type,bedrooms,bathrooms,town,price
6048,2024,Flat / Apartment,3,4.0,Wuye,90000000.0
6049,2024,Terraced Duplex,4,5.0,Life Camp,115000000.0
6050,2024,Detached Duplex,5,5.0,Jahi,350000000.0
6051,2024,Terraced Duplex,6,6.0,Apo,300000000.0
6052,2024,Detached Duplex,9,9.0,Maitama District,5000000000.0
6053,2024,Detached Duplex,5,5.0,Wuye,600000000.0
6054,2024,Terraced Duplex,6,6.0,Jahi,320000000.0
6055,2024,Detached Duplex,4,6.0,Life Camp,160000000.0
6056,2024,Detached Duplex,4,4.0,Gaduwa,240000000.0
6057,2024,Flat / Apartment,3,5.0,Jahi,85000000.0
6058,2024,Detached Duplex,5,5.0,Asokoro District,600000000.0
6059,2024,Flat / Apartment,3,4.0,Jahi,85000000.0
6060,2024,Flat / Apartment,3,3.0,Life Camp,80000000.0
6061,2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
6062,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6063,2024,Detached Bungalow,6,6.0,Apo,500000000.0
6064,2024,Detached Duplex,4,4.0,Gwarinpa,300000000.0
6065,2024,Detached Duplex,6,6.0,Maitama District,3200000000.0
6066,2024,Detached Duplex,7,8.0,Guzape District,900000000.0
6067,2024,Flat / Apartment,3,5.0,Life Camp,75000000.0
6068,2024,House,2,2.0,Lugbe District,160000000.0
6069,2024,Detached Duplex,5,6.0,Guzape District,700000000.0
6070,2024,Detached Duplex,5,8.0,Kubwa,270000000.0
6071,2024,Terraced Duplex,4,5.0,Life Camp,95000000.0
6072,2024,Detached Duplex,6,6.0,Guzape District,400000000.0
6073,2024,Detached Duplex,6,7.0,Maitama District,1500000000.0
6074,2024,Detached Duplex,8,9.0,Maitama District,1700000000.0
6075,2024,Terraced Duplex,5,5.0,Jabi,300000000.0
6076,2024,Flat / Apartment,4,4.0,Katampe,130000000.0
6077,2024,Detached Duplex,7,7.0,Asokoro District,1300000000.0
6078,2024,Terraced Duplex,5,5.0,Apo,500000000.0
6079,2024,Detached Duplex,6,6.0,Apo,270000000.0
6080,2024,Detached Duplex,3,3.0,Life Camp,90000000.0
6081,2024,Detached Duplex,5,5.0,Guzape District,850000000.0
6082,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6083,2024,Flat / Apartment,3,4.0,Gwarinpa,60000000.0
6084,2024,Detached Duplex,4,4.0,Wuye,370000000.0
6085,2024,Detached Duplex,6,6.0,Guzape District,400000000.0
6086,2024,Terraced Duplex,5,5.0,Mabushi,350000000.0
6087,2024,Detached Duplex,5,6.0,Guzape District,550000000.0
6088,2024,Detached Duplex,5,6.0,Kado,250000000.0
6089,2023,Detached Duplex,6,7.0,Guzape District,600000000.0
6091,2024,Detached Duplex,6,6.0,Katampe,900000000.0
6092,2024,Detached Duplex,5,5.0,Gwarinpa,370000000.0
6093,2024,Detached Duplex,6,6.0,Guzape District,750000000.0
6094,2024,Detached Duplex,5,5.0,Maitama District,1500000000.0
6095,2024,Detached Duplex,5,5.0,Galadimawa,450000000.0
6096,2024,Detached Duplex,5,5.0,Gwarinpa,280000000.0
6097,2024,Detached Duplex,6,6.0,Gwarinpa,550000000.0
6098,2024,Detached Duplex,6,6.0,Kado,350000000.0
6099,2024,Flat / Apartment,3,3.0,Wuye,110000000.0
6100,2024,Detached Duplex,7,7.0,Maitama District,2500000000.0
6101,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6102,2024,Terraced Duplex,4,4.0,Guzape District,400000000.0
6103,2024,Terraced Duplex,4,5.0,Wuye,190000000.0
6104,2024,Terraced Duplex,4,4.0,Galadimawa,190000000.0
6105,2024,Terraced Duplex,4,4.0,Kado,150000000.0
6106,2024,Terraced Duplex,3,4.0,Asokoro District,185000000.0
6107,2024,Detached Duplex,6,6.0,Guzape District,2000000000.0
6108,2024,Detached Duplex,5,5.0,Katampe,750000000.0
6109,2024,Detached Duplex,6,7.0,Guzape District,899000000.0
6110,2024,Detached Duplex,6,6.0,Asokoro District,520000000.0
6111,2024,Detached Duplex,9,9.0,Asokoro District,1800000000.0
6112,2024,Detached Duplex,6,7.0,Guzape District,600000000.0
6113,2024,House,1,2.0,Kyami,15506844.0
6114,2024,Terraced Duplex,4,5.0,Jahi,170000000.0
6115,2024,House,1,3.0,Kyami,16490880.0
6116,2024,House,1,1.0,Kyami,9000000.0
6117,2024,Detached Duplex,5,6.0,Kubwa,350000000.0
6118,2024,Terraced Duplex,5,5.0,Gaduwa,130000000.0
6119,2024,Detached Duplex,4,4.0,Kubwa,170000000.0
6120,2024,Flat / Apartment,3,3.0,Life Camp,98000000.0
6121,2024,Detached Duplex,5,5.0,Katampe,650000000.0
6122,2024,Terraced Duplex,3,4.0,Kabusa,60000000.0
6123,2024,House,5,5.0,Katampe,985000000.0
6124,2024,Terraced Duplex,4,4.0,Jahi,300000000.0
6126,2024,Flat / Apartment,3,3.0,Jahi,110000000.0
6127,2024,Detached Duplex,5,5.0,Kado,800000000.0
6128,2024,Terraced Duplex,4,4.0,Jabi,135000000.0
6130,2024,Detached Duplex,5,6.0,Katampe,600000000.0
6131,2024,Detached Duplex,5,7.0,Gwarinpa,280000000.0
6132,2024,Flat / Apartment,3,4.0,Jahi,95000000.0
6133,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6134,2024,Detached Duplex,4,4.0,Apo,300000000.0
6135,2024,Detached Duplex,5,5.0,Apo,350000000.0
6136,2024,Detached Duplex,4,4.0,Apo,330000000.0
6138,2024,Detached Duplex,8,8.0,Maitama District,3500000000.0
6139,2024,House,6,6.0,Guzape District,750000000.0
6140,2024,House,5,5.0,Guzape District,2500000000.0
6141,2024,Detached Duplex,6,5.0,Guzape District,1300000000.0
6142,2024,Detached Duplex,6,5.0,Gwarinpa,550000000.0
6143,2024,Terraced Duplex,4,5.0,Apo,150000000.0
6144,2024,House,6,6.0,Asokoro District,850000000.0
6145,2024,Flat / Apartment,3,3.0,Wuse,70000000.0
6146,2024,Flat / Apartment,9,3.0,Gudu,90000000.0
6147,2024,Terraced Duplex,4,4.0,Guzape District,175000000.0
6148,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6149,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6150,2024,Terraced Duplex,5,6.0,Utako,350000000.0
6151,2024,Terraced Duplex,4,4.0,Idu Industrial,140000000.0
6152,2024,Terraced Duplex,4,4.0,Kado,250000000.0
6153,2024,Terraced Duplex,4,4.0,Kado,220000000.0
6154,2024,Flat / Apartment,1,1.0,Kyami,13500000.0
6155,2024,Detached Duplex,7,7.0,Katampe,1500000000.0
6156,2024,Detached Duplex,4,4.0,Durumi,200000000.0
6157,2024,Detached Duplex,5,5.0,Wuye,600000000.0
6158,2024,Detached Duplex,5,5.0,Asokoro District,800000000.0
6159,2023,Detached Duplex,9,9.0,Maitama District,4000000000.0
6160,2024,Detached Duplex,5,5.0,Life Camp,300000000.0
6161,2023,Detached Duplex,6,7.0,Gwarinpa,400000000.0
6162,2024,Flat / Apartment,3,3.0,Katampe,65000000.0
6163,2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
6164,2024,Terraced Duplex,4,5.0,Guzape District,270000000.0
6165,2024,Detached Duplex,5,6.0,Kado,360000000.0
6166,2024,Terraced Duplex,4,4.0,Guzape District,150000000.0
6167,2024,Detached Duplex,6,6.0,Guzape District,550000000.0
6168,2024,House,4,4.0,Maitama District,650000000.0
6169,2024,Detached Duplex,6,6.0,Guzape District,800000000.0
6170,2024,Detached Duplex,4,5.0,Wumba,220000000.0
6171,2024,Detached Bungalow,3,3.0,Dakwo,80000000.0
6172,2024,Terraced Duplex,4,4.0,Katampe,170000000.0
6173,2024,Terraced Duplex,4,4.0,Katampe,160000000.0
6174,2024,Terraced Duplex,4,5.0,Guzape District,200000000.0
6175,2024,House,2,3.0,Kyami,23500000.0
6176,2024,House,4,3.0,Apo,105000000.0
6177,2024,Detached Bungalow,5,5.0,Lokogoma District,45000000.0
6178,2024,Terraced Duplex,2,2.0,Kyami,23500000.0
6179,2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
6180,2024,Detached Duplex,4,4.0,Asokoro District,900000000.0
6181,2024,House,5,5.0,Kado,565000000.0
6182,2024,Flat / Apartment,2,2.0,Jahi,400000000.0
6183,2024,Terraced Duplex,4,5.0,Kado,200000000.0
6184,2024,Flat / Apartment,3,4.0,Idu Industrial,65000000.0
6186,2024,Flat / Apartment,3,3.0,Katampe,90000000.0
6187,2024,Terraced Duplex,4,4.0,Life Camp,120000000.0
6188,2024,Detached Duplex,4,4.0,Jahi,250000000.0
6190,2024,Flat / Apartment,2,2.0,Jahi,400000000.0
6191,2024,Detached Duplex,5,6.0,Asokoro District,500000000.0
6192,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6193,2024,Terraced Duplex,4,4.0,Dakibiyu,100000000.0
6194,2024,House,3,4.0,Kyami,37700000.0
6195,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
6196,2024,Terraced Duplex,4,4.0,Jahi,400000000.0
6197,2024,Detached Duplex,5,5.0,Life Camp,650000000.0
6198,2024,Detached Bungalow,5,7.0,Lugbe District,45000000.0
6199,2024,Detached Duplex,5,5.0,Jahi,260000000.0
6200,2024,House,3,3.0,Lokogoma District,60000000.0
6201,2024,Detached Duplex,5,6.0,Apo,500000000.0
6202,2024,Detached Duplex,4,4.0,Wumba,220000000.0
6203,2024,Detached Duplex,5,5.0,Lugbe District,63246500.0
6204,2024,Flat / Apartment,1,1.0,Kyami,14292096.0
6205,2024,Detached Duplex,5,5.0,Life Camp,250000000.0
6206,2024,House,4,4.0,Life Camp,130000000.0
6207,2024,Detached Duplex,5,5.0,Wuye,550000000.0
6208,2024,Detached Duplex,7,7.0,Asokoro District,3000000000.0
6209,2024,Terraced Duplex,4,4.0,Asokoro District,2500000000.0
6210,2024,Detached Duplex,5,5.0,Life Camp,650000000.0
6211,2024,Detached Duplex,7,7.0,Asokoro District,1500000000.0
6212,2024,Detached Duplex,4,5.0,Gwarinpa,100000000.0
6213,2024,Flat / Apartment,6,4.0,Guzape District,160000000.0
6214,2024,Detached Duplex,4,5.0,Idu Industrial,42000000.0
6215,2024,Detached Duplex,6,6.0,Karu,200000000.0
6216,2024,Flat / Apartment,3,3.0,Wuye,150000000.0
6217,2024,Detached Duplex,5,5.0,Wuye,550000000.0
6218,2024,Detached Duplex,5,5.0,Wuye,550000000.0
6220,2024,House,4,4.0,Kaura,130000000.0
6221,2024,Flat / Apartment,2,2.0,Idu Industrial,65000000.0
6222,2024,House,4,4.0,Life Camp,140000000.0
6224,2024,Detached Duplex,6,6.0,Katampe,650000000.0
6225,2024,Detached Duplex,4,4.0,Dakwo,180000000.0
6226,2024,Detached Duplex,5,5.0,Gwarinpa,350000000.0
6227,2024,Detached Duplex,4,4.0,Lokogoma District,230000000.0
6228,2024,Detached Duplex,3,4.0,Gwarinpa,45000000.0
6229,2024,Flat / Apartment,2,2.0,Idu Industrial,55100000.0
6232,2024,House,6,6.0,Jabi,450000000.0
6233,2024,Detached Duplex,4,5.0,Guzape District,650000000.0
6234,2024,Terraced Duplex,4,4.0,Jahi,350000000.0
6235,2024,Flat / Apartment,2,2.0,Kyami,20000000.0
6236,2024,Detached Duplex,6,6.0,Jabi,1000000000.0
6237,2024,Terraced Duplex,9,9.0,Maitama District,1300000000.0
6238,2024,Flat / Apartment,2,2.0,Durumi,55000000.0
6239,2024,Flat / Apartment,3,3.0,Gwarinpa,85000000.0
6240,2024,Detached Duplex,5,5.0,Kado,350000000.0
6241,2024,Terraced Duplex,5,5.0,Guzape District,270000000.0
6242,2024,Detached Duplex,6,6.0,Guzape District,900000000.0
6243,2024,Terraced Duplex,4,4.0,Mabushi,200000000.0
6244,2023,Detached Duplex,5,5.0,Jahi,200000000.0
6245,2024,Detached Duplex,5,6.0,Galadimawa,270000000.0
6246,2024,Detached Duplex,4,4.0,Gwarinpa,300000000.0
6247,2024,Terraced Duplex,4,4.0,Karsana,100000000.0
6248,2023,Detached Duplex,5,5.0,Jabi,300000000.0
6249,2024,Detached Duplex,6,6.0,Guzape District,1800000000.0
6250,2024,Terraced Duplex,4,4.0,Katampe,100000000.0
6251,2024,Terraced Duplex,4,4.0,Life Camp,140000000.0
6252,2024,Flat / Apartment,3,3.0,Life Camp,65000000.0
6253,2024,Detached Duplex,7,7.0,Asokoro District,1300000000.0
6254,2024,Detached Duplex,6,6.0,Guzape District,500000000.0
6255,2024,Terraced Duplex,4,5.0,Jahi,300000000.0
6256,2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
6257,2024,Flat / Apartment,3,3.0,Central Area Phase 2,37500000.0
6258,2024,Flat / Apartment,2,2.0,Kubwa,220000000.0
6259,2024,Terraced Duplex,3,3.0,Asokoro District,125000000.0
6260,2024,Terraced Duplex,3,3.0,Asokoro District,200000000.0
6261,2024,Detached Duplex,5,6.0,Asokoro District,1200000000.0
6262,2024,Detached Duplex,5,6.0,Lugbe District,60000000.0
6263,2024,Detached Duplex,5,6.0,Life Camp,250000000.0
6264,2024,Detached Duplex,5,5.0,Life Camp,190000000.0
6265,2024,Flat / Apartment,4,4.0,Kado,100000000.0
6266,2024,Flat / Apartment,3,3.0,Durumi,60000000.0
6267,2024,Detached Duplex,6,7.0,Asokoro District,450000000.0
6268,2024,House,4,4.0,Lokogoma District,350000000.0
6269,2024,Flat / Apartment,3,3.0,Katampe,65000000.0
6270,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6271,2024,Terraced Duplex,4,5.0,Life Camp,250000000.0
6272,2024,Detached Bungalow,3,3.0,Galadimawa,180000000.0
6273,2024,Terraced Duplex,2,3.0,Kyami,23500000.0
6274,2024,Flat / Apartment,3,3.0,Life Camp,80000000.0
6275,2023,Terraced Duplex,3,3.0,Kubwa,82000000.0
6276,2024,Flat / Apartment,3,3.0,Jahi,120000000.0
6277,2024,Terraced Duplex,4,4.0,Life Camp,2500000000.0
6278,2024,Flat / Apartment,3,3.0,Jahi,95000000.0
6279,2024,Terraced Duplex,4,5.0,Kado,200000000.0
6280,2024,Terraced Duplex,5,5.0,Gudu,1300000000.0
6281,2024,Detached Duplex,7,8.0,Gwarinpa,500000000.0
6282,2024,Flat / Apartment,2,3.0,Life Camp,65000000.0
6283,2024,Detached Duplex,7,8.0,Maitama District,3500000000.0
6284,2024,Terraced Duplex,5,5.0,Mabushi,250000000.0
6285,2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
6286,2024,Terraced Duplex,4,4.0,Wuye,250000000.0
6287,2024,Detached Duplex,9,9.0,Katampe,950000000.0
6288,2023,Terraced Duplex,4,4.0,Jahi,180000000.0
6289,2024,Terraced Duplex,4,5.0,Katampe,280000000.0
6290,2024,Terraced Duplex,5,6.0,Katampe,350000000.0
6291,2024,Detached Duplex,4,5.0,Apo,350000000.0
6292,2024,Terraced Duplex,4,6.0,Guzape District,230000000.0
6293,2024,Flat / Apartment,3,3.0,Life Camp,95000000.0
6294,2023,Terraced Duplex,5,5.0,Life Camp,250000000.0
6295,2024,Detached Duplex,4,4.0,Katampe,350000000.0
6297,2024,Terraced Duplex,5,5.0,Asokoro District,1600000000.0
6298,2024,Detached Duplex,6,8.0,Gwarinpa,450000000.0
6299,2024,Flat / Apartment,3,3.0,Gwarinpa,85000000.0
6300,2024,Terraced Duplex,4,4.0,Jahi,260000000.0
6301,2024,Flat / Apartment,3,4.0,Jahi,100000000.0
6302,2024,Terraced Duplex,5,6.0,Jahi,450000000.0
6304,2024,Detached Duplex,5,6.0,Lugbe District,65000000.0
6305,2024,Terraced Duplex,4,4.0,Kubwa,75000000.0
6306,2023,Terraced Duplex,5,5.0,Life Camp,1400000000000.0
6307,2024,Detached Duplex,4,4.0,Asokoro District,4000000000.0
6308,2024,Terraced Duplex,4,4.0,Jabi,300000000.0
6309,2024,Terraced Duplex,4,4.0,Gwarinpa,100000000.0
6310,2024,Detached Duplex,5,5.0,Central Area Phase 2,185000000.0
6311,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6312,2024,Detached Duplex,7,7.0,Asokoro District,1800000000.0
6313,2024,Terraced Duplex,3,5.0,Gwarinpa,100000000.0
6314,2024,Detached Duplex,5,5.0,Guzape District,430000000.0
6315,2024,Detached Duplex,5,6.0,Guzape District,550000000.0
6316,2024,Detached Duplex,5,7.0,Guzape District,850000000.0
6317,2024,Terraced Duplex,4,4.0,Guzape District,230000000.0
6318,2024,Terraced Duplex,4,5.0,Wuye,280000000.0
6319,2024,Terraced Duplex,4,5.0,Jahi,220000000.0
6320,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6321,2024,Terraced Duplex,4,4.0,Jahi,360000000.0
6322,2024,Detached Duplex,5,5.0,Katampe,500000000.0
6323,2024,Detached Duplex,4,4.0,Karsana,140000000.0
6324,2024,Terraced Duplex,4,4.0,Wuye,200000000.0
6325,2024,House,1,2.0,Kyami,15006701.0
6326,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6327,2023,Detached Duplex,4,5.0,Asokoro District,400000000.0
6328,2024,Detached Duplex,6,8.0,Guzape District,800000000.0
6329,2024,Detached Duplex,5,5.0,Asokoro District,1200000000.0
6330,2023,Terraced Duplex,4,5.0,Maitama District,700000000.0
6331,2023,Terraced Duplex,4,5.0,Maitama District,650000000.0
6332,2023,Flat / Apartment,3,4.0,Jahi,80000000.0
6333,2024,Terraced Duplex,4,5.0,Katampe,200000000.0
6334,2024,Terraced Duplex,4,5.0,Katampe,250000000.0
6335,2024,Terraced Duplex,4,5.0,Guzape District,230000000.0
6336,2024,Terraced Duplex,4,4.0,Jabi,250000000.0
6337,2024,Detached Duplex,6,6.0,Maitama District,1900000000.0
6339,2024,Detached Duplex,5,6.0,Guzape District,600000000.0
6340,2024,Detached Duplex,6,7.0,Mabushi,1500000000.0
6341,2024,Detached Duplex,4,4.0,Maitama District,1250000000.0
6342,2024,House,6,6.0,Maitama District,4500000000.0
6343,2024,Terraced Duplex,4,4.0,Gwarinpa,170000000.0
6344,2024,Flat / Apartment,3,3.0,Central Business District,37700000.0
6345,2024,Detached Duplex,5,6.0,Katampe,550000000.0
6346,2024,Detached Duplex,4,5.0,Guzape District,530000000.0
6347,2024,Detached Duplex,5,5.0,Life Camp,650000000.0
6348,2024,Detached Duplex,7,7.0,Katampe,3000000000.0
6349,2024,Detached Duplex,7,7.0,Gwarinpa,450000000.0
6350,2024,Detached Duplex,5,5.0,Karsana,450000000.0
6351,2024,Terraced Duplex,3,3.0,Karmo,130000000.0
6352,2024,House,4,4.0,Kado,180000000.0
6353,2024,Detached Duplex,5,6.0,Guzape District,700000000.0
6354,2024,Detached Duplex,6,6.0,Guzape District,700000000.0
6355,2024,Terraced Duplex,5,6.0,Asokoro District,400000000.0
6356,2024,Terraced Duplex,4,4.0,Apo,200000000.0
6357,2024,Terraced Duplex,4,4.0,Jabi,150000000.0
6358,2024,Terraced Duplex,4,4.0,Jabi,150000000.0
6359,2024,Flat / Apartment,3,3.0,Dakibiyu,55000000.0
6360,2024,Detached Duplex,5,5.0,Apo,500000000.0
6361,2024,Detached Duplex,4,5.0,Apo,350000000.0
6362,2024,Detached Duplex,5,5.0,Apo,500000000.0
6363,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6364,2024,Flat / Apartment,4,5.0,Wuye,130000000.0
6365,2024,Detached Duplex,5,6.0,Kafe,370000000.0
6366,2024,Terraced Duplex,4,4.0,Katampe,280000000.0
6367,2024,Flat / Apartment,2,2.0,Mabushi,60000000.0
6369,2024,Detached Bungalow,3,4.0,Karsana,95000000.0
6370,2024,Terraced Duplex,4,5.0,Kado,145000000.0
6371,2024,Detached Duplex,6,10.0,Gwarinpa,650000000.0
6372,2024,Detached Duplex,8,10.0,Maitama District,4000000000.0
6373,2024,Detached Duplex,6,8.0,Apo,500000000.0
6374,2024,Detached Duplex,4,4.0,Apo,350000000.0
6375,2024,Terraced Duplex,3,5.0,Kubwa,100000000.0
6376,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
6377,2023,Detached Bungalow,4,5.0,Gwarinpa,140000000.0
6378,2024,Terraced Duplex,4,5.0,Kado,200000000.0
6379,2023,House,3,4.0,Gwarinpa,350000000.0
6380,2024,Detached Duplex,6,6.0,Asokoro District,750000000.0
6381,2024,Terraced Duplex,4,4.0,Jahi,230000000.0
6382,2024,Detached Duplex,6,6.0,Kubwa,180000000.0
6383,2024,Terraced Duplex,4,4.0,Idu Industrial,400000000.0
6384,2024,Detached Duplex,7,7.0,Maitama District,3000000000.0
6385,2024,Detached Duplex,7,7.0,Maitama District,2300000000.0
6386,2024,Detached Duplex,5,6.0,Apo,500000000.0
6387,2024,Terraced Duplex,4,4.0,Katampe,300000000.0
6388,2024,House,4,4.0,Gaduwa,120000000.0
6389,2024,Flat / Apartment,3,4.0,Kaura,110000000.0
6390,2024,Flat / Apartment,3,3.0,Wuye,100000000.0
6391,2024,Detached Duplex,4,4.0,Apo,350000000.0
6392,2024,Terraced Duplex,4,5.0,Katampe,230000000.0
6393,2024,Detached Duplex,5,6.0,Gwarinpa,390000000.0
6394,2024,Flat / Apartment,3,3.0,Katampe,80000000.0
6395,2024,Flat / Apartment,3,3.0,Maitama District,300000000.0
6396,2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
6397,2024,Terraced Duplex,4,4.0,Jabi,450000000.0
6398,2024,Flat / Apartment,4,4.0,Jabi,550000000.0
6399,2024,Flat / Apartment,3,4.0,Gwarinpa,45000000.0
6400,2024,House,3,3.0,Jabi,300000000.0
6401,2024,Flat / Apartment,3,4.0,Gwarinpa,40000000.0
6402,2024,Detached Duplex,6,6.0,Asokoro District,1600000000.0
6403,2024,Detached Duplex,5,5.0,Apo,790000000.0
6404,2024,Detached Bungalow,2,2.0,Lugbe District,25000000.0
6405,2024,Terraced Duplex,4,4.0,Life Camp,300000000.0
6406,2024,Terraced Duplex,5,5.0,Life Camp,140000000.0
6407,2024,Flat / Apartment,3,3.0,Jahi,120000000.0
6408,2024,Detached Duplex,6,6.0,Jabi,1000000000.0
6409,2024,Detached Duplex,5,5.0,Jabi,600000000.0
6410,2024,Terraced Duplex,4,4.0,Jahi,300000000.0
6411,2024,Terraced Duplex,5,5.0,Jahi,150000000.0
6412,2024,Detached Duplex,4,4.0,Gwarinpa,170000000.0
6413,2024,Terraced Duplex,4,4.0,Kado,180000000.0
6414,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
6415,2024,Terraced Duplex,3,3.0,Gwarinpa,200000000.0
6416,2024,Detached Duplex,5,5.0,Asokoro District,1000000000.0
6417,2024,Detached Duplex,4,4.0,Asokoro District,650000000.0
6418,2024,Detached Duplex,5,5.0,Life Camp,650000000.0
6419,2024,Detached Duplex,5,5.0,Kaura,250000000.0
6420,2024,Detached Duplex,5,5.0,Kaura,320000000.0
6421,2024,Flat / Apartment,3,4.0,Kaura,100000000.0
6422,2024,Detached Duplex,5,5.0,Katampe,900000000.0
6423,2024,Detached Duplex,4,4.0,Lugbe District,75000000.0
6424,2024,Terraced Duplex,2,2.0,Lugbe District,35000000.0
6425,2024,Terraced Duplex,3,3.0,Kabusa,54000000.0
6426,2024,Detached Duplex,5,7.0,Jabi,450000000.0
6427,2024,Terraced Duplex,4,4.0,Gwarinpa,130000000.0
6428,2024,Terraced Duplex,4,4.0,Katampe,260000000.0
6429,2024,Flat / Apartment,3,5.0,Garki,100000000.0
6431,2024,Detached Duplex,5,5.0,Galadimawa,200000000.0
6432,2024,Detached Duplex,5,6.0,Kaura,330000000.0
6433,2024,Terraced Duplex,4,5.0,Garki,250000000.0
6434,2024,Detached Duplex,4,4.0,Galadimawa,130000000.0
6435,2024,Terraced Duplex,4,5.0,Life Camp,100000000.0
6436,2024,Terraced Duplex,5,6.0,Maitama District,530000000.0
6438,2024,Detached Duplex,6,6.0,Gwarinpa,470000000.0
6439,2024,Flat / Apartment,3,3.0,Katampe,95000000.0
6440,2024,Detached Duplex,5,5.0,Karsana,280000000.0
6441,2023,Detached Duplex,5,6.0,Guzape District,450000000.0
6442,2024,Detached Duplex,5,6.0,Life Camp,650000000.0
6443,2024,Detached Duplex,4,5.0,Life Camp,150000000.0
6444,2024,Detached Duplex,4,5.0,Life Camp,170000000.0
6445,2024,Terraced Duplex,4,5.0,Jahi,240000000.0
6446,2024,Flat / Apartment,3,4.0,Maitama District,300000000.0
6447,2024,Detached Duplex,5,5.0,Life Camp,360000000.0
6448,2024,Detached Duplex,5,5.0,Life Camp,245000000.0
6449,2024,Detached Duplex,5,5.0,Maitama District,850000000.0
6450,2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
6451,2024,Flat / Apartment,3,3.0,Jahi,90000000.0
6452,2024,Detached Duplex,5,5.0,Guzape District,430000000.0
6454,2024,Detached Duplex,7,8.0,Jahi,500000000.0
6455,2024,Terraced Duplex,4,5.0,Durumi,150000000.0
6456,2024,Terraced Duplex,4,4.0,Mbora (Nbora),150000000.0
6457,2024,Detached Duplex,6,7.0,Guzape District,400000000.0
6458,2024,Terraced Duplex,4,4.0,Asokoro District,210000000.0
6459,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
6460,2024,Detached Duplex,5,5.0,Life Camp,360000000.0
6461,2024,Detached Duplex,6,6.0,Jabi,450000000.0
6462,2024,Detached Duplex,4,5.0,Asokoro District,800000000.0
6463,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
6464,2024,House,5,5.0,Idu Industrial,250000000.0
6465,2023,House,7,10.0,Life Camp,400000000.0
6466,2024,Detached Duplex,5,5.0,Katampe,390000000.0
6467,2024,Detached Duplex,6,6.0,Guzape District,450000000.0
6468,2024,Flat / Apartment,4,4.0,Wuye,100000000.0
6469,2024,Flat / Apartment,2,3.0,Galadimawa,50000000.0
6470,2024,Detached Duplex,7,7.0,Jahi,500000000.0
6471,2024,Detached Duplex,5,5.0,Life Camp,145000000.0
6472,2024,Terraced Duplex,4,4.0,Life Camp,145000000.0
6473,2024,Terraced Duplex,4,4.0,Katampe,260000000.0
6474,2024,Terraced Duplex,4,5.0,Life Camp,800000000.0
6475,2024,Flat / Apartment,3,4.0,Garki,800000000.0
6476,2024,Terraced Duplex,4,4.0,Durumi,850000000.0
6477,2024,Detached Bungalow,3,3.0,Orozo,35000000.0
6478,2024,Terraced Duplex,4,4.0,Garki,180000000.0
6479,2024,Flat / Apartment,3,3.0,Idu Industrial,75000000.0
6480,2024,Detached Bungalow,3,4.0,Gwarinpa,120000000.0
6481,2024,Terraced Duplex,4,5.0,Garki,250000000.0
6482,2024,Detached Duplex,6,6.0,Idu Industrial,100000000.0
6483,2024,Detached Duplex,6,7.0,Guzape District,420000000.0
6484,2024,Detached Bungalow,4,4.0,Lugbe District,50000000.0
6485,2024,Terraced Duplex,4,5.0,Idu Industrial,500000000.0
6486,2024,Terraced Duplex,4,6.0,Jabi,250000000.0
6487,2024,Flat / Apartment,2,2.0,Idu Industrial,60000000.0
6488,2024,Detached Duplex,3,3.0,Jahi,110000000.0
6489,2024,Detached Duplex,5,5.0,Jahi,210000000.0
6490,2024,Detached Duplex,5,6.0,Guzape District,320000000.0
6491,2024,Detached Bungalow,3,3.0,Orozo,20000000.0
6492,2024,Flat / Apartment,3,3.0,Wuye,100000000.0
6493,2024,Flat / Apartment,3,3.0,Jahi,130000000.0
6494,2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
6495,2024,Detached Duplex,5,5.0,Asokoro District,850000000.0
6496,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
6497,2024,Detached Duplex,5,6.0,Asokoro District,750000000.0
6498,2024,Flat / Apartment,3,4.0,Mbora (Nbora),58000000.0
6499,2024,Flat / Apartment,4,4.0,Maitama District,3500000000.0
