added_on_year,type,bedrooms,bathrooms,town,price
2024,Detached Duplex,4,4.0,Galadimawa,350000000.0
2024,Flat / Apartment,3,4.0,Gaduwa,110000000.0
2024,Terraced Duplex,4,4.0,Apo,180000000.0
2024,Flat / Apartment,2,2.0,Katampe,190000000.0
2024,Detached Duplex,7,7.0,Maitama District,3700000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,360000000.0
2024,Detached Duplex,4,4.0,Maitama District,850000000.0
2024,Detached Duplex,5,5.0,Maitama District,800000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,185000000.0
2024,Terraced Duplex,4,4.0,Jahi,280000000.0
2024,Flat / Apartment,3,3.0,Jabi,78000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,165000000.0
2024,Terraced Duplex,3,3.0,Lokogoma District,140000000.0
2024,Terraced Duplex,4,4.0,Apo,80000000.0
2024,Terraced Duplex,4,4.0,Apo,200000000.0
2024,Detached Duplex,5,5.0,Apo,300000000.0
2024,Detached Duplex,5,5.0,Kado,420000000.0
2024,Detached Duplex,4,4.0,Wuse,450000000.0
2024,Terraced Duplex,4,4.0,Jahi,280000000.0
2024,Terraced Duplex,4,4.0,Wuse,330000000.0
2024,Detached Duplex,5,5.0,Idu Industrial,325000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Flat / Apartment,3,1.0,Life Camp,70000000.0
2024,Terraced Duplex,5,6.0,Jahi,250000000.0
2024,Detached Duplex,6,7.0,Katampe,680000000.0
2024,Terraced Duplex,5,5.0,Jahi,300000000.0
2024,Detached Duplex,5,7.0,Lugbe District,180000000.0
2024,Detached Bungalow,3,3.0,Lokogoma District,155000000.0
2024,Terraced Duplex,4,4.0,Gaduwa,120000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,225000000.0
2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
2024,Terraced Duplex,4,4.0,Gaduwa,120000000.0
2024,Terraced Duplex,4,5.0,Katampe,160000000.0
2024,Terraced Duplex,4,5.0,Katampe,160000000.0
2024,Detached Duplex,5,6.0,Maitama District,2600000000.0
2024,Detached Duplex,5,6.0,Wuye,800000000.0
2024,Terraced Duplex,4,5.0,Gaduwa,120000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,160000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,160000000.0
2024,Detached Duplex,5,6.0,Galadimawa,350000000.0
2024,Detached Duplex,5,6.0,Galadimawa,350000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,270000000.0
2024,Detached Duplex,5,6.0,Maitama District,2600000000.0
2024,Detached Duplex,8,9.0,Maitama District,2300000000.0
2024,Detached Duplex,8,9.0,Maitama District,2300000000.0
2024,Detached Duplex,5,6.0,Maitama District,2600000000.0
2024,Detached Duplex,5,6.0,Apo,470000000.0
2024,Detached Duplex,5,6.0,Apo,470000000.0
2024,Detached Duplex,4,4.0,Guzape District,449000000.0
2024,Detached Bungalow,3,4.0,Galadimawa,63000000.0
2024,Detached Bungalow,3,4.0,Galadimawa,63000000.0
2024,Terraced Duplex,4,5.0,Jabi,290000000.0
2024,Detached Duplex,4,5.0,Asokoro District,1000000000.0
2024,Flat / Apartment,2,2.0,Kaura,60000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,260000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,225000000.0
2024,Detached Duplex,5,5.0,Maitama District,2600000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,65000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,260000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,185000000.0
2024,Terraced Duplex,4,4.0,Wuye,350000000.0
2024,Flat / Apartment,3,4.0,Life Camp,90000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,70000000.0
2024,Terraced Duplex,4,4.0,Life Camp,170000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,85000000.0
2024,Flat / Apartment,4,4.0,Maitama District,500000000.0
2024,Detached Duplex,6,6.0,Maitama District,7000000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,70000000.0
2024,Terraced Duplex,4,4.0,Kado,300000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Terraced Duplex,4,4.0,Guzape District,250000000.0
2024,Detached Duplex,5,5.0,Wuye,600000000.0
2024,Detached Duplex,4,4.0,Lugbe District,75000000.0
2024,Detached Duplex,4,4.0,Lugbe District,120000000.0
2024,Detached Duplex,7,7.0,Maitama District,4000000000.0
2024,Terraced Duplex,5,5.0,Wuse 2,650000000.0
2024,Terraced Duplex,4,4.0,Mabushi,150000000.0
2024,Flat / Apartment,3,3.0,Durumi,85000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,160000000.0
2024,Detached Duplex,5,5.0,Gaduwa,270000000.0
2024,Terraced Duplex,4,4.0,Mabushi,250000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,800000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,160000000.0
2024,Terraced Duplex,5,5.0,Durumi,350000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1500000000.0
2024,Terraced Duplex,4,5.0,Life Camp,180000000.0
2024,Detached Duplex,7,7.0,Guzape District,2600000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,150000000.0
2024,Detached Duplex,7,7.0,Jabi,2100000000.0
2024,Detached Duplex,5,5.0,Jabi,500000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,6,6.0,Idu Industrial,300000000.0
2024,Terraced Duplex,4,4.0,Life Camp,170000000.0
2024,Terraced Duplex,4,4.0,Guzape District,320000000.0
2024,Flat / Apartment,3,3.0,Life Camp,80000000.0
2024,Flat / Apartment,3,3.0,Life Camp,40000000.0
2024,Terraced Duplex,4,5.0,Apo,185000000.0
2024,Terraced Duplex,4,4.0,Guzape District,350000000.0
2024,Detached Duplex,3,4.0,Kubwa,250000000.0
2024,Flat / Apartment,3,3.0,Jahi,130000000.0
2024,Terraced Duplex,4,4.0,Jahi,280000000.0
2024,Terraced Duplex,5,6.0,Guzape District,270000000.0
2024,Terraced Duplex,4,4.0,Guzape District,300000000.0
2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
2024,Terraced Duplex,4,4.0,Kado,260000000.0
2024,Flat / Apartment,3,3.0,Idu Industrial,95000000.0
2024,Terraced Duplex,4,4.0,Life Camp,170000000.0
2024,Flat / Apartment,3,3.0,Karmo,90000000.0
2024,Terraced Duplex,4,5.0,Karmo,215000000.0
2024,Terraced Duplex,4,5.0,Kado,250000000.0
2024,Terraced Duplex,4,5.0,Wuse 2,750000000.0
2024,Detached Duplex,6,7.0,Guzape District,900000000.0
2024,Terraced Duplex,5,6.0,Jahi,600000000.0
2024,Flat / Apartment,2,3.0,Guzape District,100000000.0
2024,Flat / Apartment,3,3.0,Garki,85000000.0
2024,Detached Duplex,5,5.0,Wuye,420000000.0
2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
2024,Detached Bungalow,2,2.0,Other,10000000.0
2024,Flat / Apartment,2,3.0,Jahi,100000000.0
2024,Flat / Apartment,3,4.0,Jahi,75000000.0
2024,Terraced Duplex,5,5.0,Jahi,270000000.0
2024,Terraced Duplex,4,4.0,Guzape District,250000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Terraced Duplex,4,4.0,Katampe,250000000.0
2024,Flat / Apartment,1,1.0,Idu Industrial,40000000.0
2024,Terraced Duplex,4,4.0,Life Camp,190000000.0
2024,Terraced Duplex,4,4.0,Life Camp,180000000.0
2024,Terraced Duplex,4,4.0,Life Camp,280000000.0
2024,Detached Bungalow,3,3.0,Apo,70000000.0
2024,Terraced Duplex,4,5.0,Guzape District,350000000.0
2024,Terraced Duplex,4,5.0,Maitama District,3000000000.0
2024,Terraced Duplex,4,5.0,Jahi,350000000.0
2024,Terraced Duplex,4,5.0,Wuse,360000000.0
2024,Terraced Duplex,4,4.0,Kado,250000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Flat / Apartment,2,2.0,Jahi,100000000.0
2024,Detached Duplex,6,6.0,Katampe,450000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,5,5.0,Katampe,680000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Terraced Duplex,5,5.0,Durumi,300000000.0
2024,Terraced Duplex,4,4.0,Wuye,250000000.0
2024,Detached Duplex,4,4.0,Lugbe District,230000000.0
2024,Detached Duplex,5,5.0,Jahi,270000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,350000000.0
2024,Terraced Duplex,4,4.0,Jahi,400000000.0
2024,Detached Duplex,6,6.0,Apo,500000000.0
2024,Detached Bungalow,3,3.0,Gaduwa,250000000.0
2024,Detached Duplex,6,6.0,Katampe,1300000000.0
2024,Detached Duplex,4,4.0,Apo,450000000.0
2024,Flat / Apartment,3,3.0,Jahi,180000000.0
2024,Terraced Duplex,4,4.0,Apo,100000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,55000000.0
2024,Terraced Duplex,4,4.0,Lugbe District,150000000.0
2024,Terraced Duplex,4,5.0,Gaduwa,160000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Terraced Duplex,6,6.0,Guzape District,250000000.0
2024,Terraced Duplex,5,5.0,Life Camp,550000000.0
2024,Terraced Duplex,4,5.0,Katampe,275000000.0
2024,Flat / Apartment,3,4.0,Katampe,160000000.0
2024,Terraced Duplex,5,6.0,Durumi,250000000.0
2024,Terraced Duplex,4,4.0,Katampe,120000000.0
2024,Terraced Duplex,4,4.0,Jahi,360000000.0
2024,Terraced Duplex,4,4.0,Jahi,290000000.0
2024,Terraced Duplex,4,5.0,Jahi,175000000.0
2024,Terraced Duplex,4,4.0,Katampe,23800000.0
2024,Terraced Duplex,4,5.0,Jahi,380000000.0
2024,Flat / Apartment,3,3.0,Life Camp,80000000.0
2024,Terraced Duplex,4,6.0,Life Camp,150000000.0
2024,Terraced Duplex,4,4.0,Jahi,190000000.0
2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
2024,Terraced Duplex,4,4.0,Durumi,220000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,180000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,140000000.0
2024,Terraced Duplex,4,5.0,Jahi,180000000.0
2024,Terraced Duplex,4,5.0,Kado,270000000.0
2024,Terraced Duplex,5,5.0,Jahi,300000000.0
2024,Detached Duplex,5,5.0,Wuye,700000000.0
2024,Flat / Apartment,3,3.0,Durumi,95000000.0
2024,Flat / Apartment,1,1.0,Idu Industrial,28000000.0
2024,Flat / Apartment,2,2.0,Kubwa,65000000.0
2024,Detached Duplex,5,6.0,Guzape District,880000000.0
2024,Terraced Duplex,5,6.0,Katampe,2400000000.0
2024,Detached Duplex,8,8.0,Asokoro District,625000000.0
2024,Detached Duplex,5,5.0,Life Camp,280000000.0
2024,Detached Duplex,4,4.0,Lugbe District,130000000.0
2024,Terraced Duplex,4,4.0,Life Camp,170000000.0
2024,Terraced Duplex,4,4.0,Jahi,400000000.0
2024,Detached Bungalow,4,4.0,Karsana,200000000.0
2024,Flat / Apartment,3,3.0,Katampe,85000000.0
2024,Flat / Apartment,4,4.0,Kaura,65000000.0
2024,Detached Duplex,5,5.0,Dakwo,185000000.0
2024,Flat / Apartment,3,3.0,Kado,125000000.0
2024,Detached Bungalow,3,4.0,Galadimawa,160000000.0
2024,Flat / Apartment,1,1.0,Katampe,60000000.0
2024,Flat / Apartment,3,3.0,Jahi,130000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,860000000.0
2024,Detached Duplex,4,6.0,Utako,550000000.0
2024,Detached Duplex,5,5.0,Life Camp,300000000.0
2024,Terraced Duplex,3,3.0,Life Camp,170000000.0
2024,Detached Duplex,6,6.0,Apo,285000000.0
2024,Flat / Apartment,4,4.0,Katampe,190000000.0
2024,Terraced Duplex,3,3.0,Life Camp,170000000.0
2024,Detached Duplex,5,5.0,Idu Industrial,325000000.0
2024,Detached Duplex,5,6.0,Jabi,630000000.0
2024,Flat / Apartment,2,2.0,Maitama District,200000000.0
2024,Terraced Duplex,4,4.0,Kado,240000000.0
2024,Terraced Duplex,5,5.0,Jahi,500000000.0
2024,Terraced Duplex,4,4.0,Kado,270000000.0
2024,Terraced Duplex,4,4.0,Mabushi,230000000.0
2024,Detached Duplex,5,5.0,Jabi,550000000.0
2024,Detached Duplex,5,5.0,Lugbe District,255000000.0
2024,Terraced Duplex,4,4.0,Karmo,200000000.0
2024,Detached Duplex,4,4.0,Jabi,200000000.0
2024,Terraced Duplex,4,4.0,Gaduwa,130000000.0
2024,Terraced Duplex,3,3.0,Gaduwa,100000000.0
2024,Terraced Duplex,3,3.0,Wuye,130000000.0
2024,Detached Duplex,5,5.0,Maitama District,3000000000.0
2024,Detached Duplex,6,6.0,Maitama District,2000000000.0
2024,Terraced Duplex,2,2.0,Katampe,120000000.0
2024,Terraced Duplex,5,6.0,Guzape District,360000000.0
2024,Detached Bungalow,4,5.0,Lugbe District,55000000.0
2024,Detached Bungalow,4,5.0,Lugbe District,55000000.0
2024,Terraced Duplex,4,4.0,Apo,200000000.0
2024,Detached Duplex,5,5.0,Kukwaba,320000000.0
2024,Terraced Duplex,5,5.0,Jahi,500000000.0
2024,Terraced Duplex,4,4.0,Idu Industrial,100000000.0
2024,Terraced Duplex,2,2.0,Karsana,95000000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,270000000.0
2024,Detached Duplex,5,6.0,Jabi,550000000.0
2024,Detached Duplex,5,6.0,Jabi,550000000.0
2024,Detached Duplex,8,10.0,Gwarinpa,310000000.0
2024,Flat / Apartment,2,3.0,Jahi,185000000.0
2024,Terraced Duplex,4,4.0,Galadimawa,75000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,650000000.0
2024,Terraced Duplex,4,4.0,Galadimawa,80000000.0
2024,Terraced Duplex,5,5.0,Katampe,200000000.0
2024,Detached Duplex,4,5.0,Life Camp,135000000.0
2024,Flat / Apartment,3,3.0,Life Camp,550000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,370000000.0
2024,Terraced Duplex,4,5.0,Wuye,200000000.0
2024,Terraced Duplex,5,5.0,Durumi,250000000.0
2024,Detached Bungalow,3,3.0,Galadimawa,100000000.0
2024,Flat / Apartment,2,3.0,Gwarinpa,50000000.0
2024,Flat / Apartment,3,3.0,Jahi,105000000.0
2024,Terraced Duplex,4,5.0,Jahi,300000000.0
2024,Detached Duplex,5,5.0,Wuye,500000000.0
2024,Terraced Duplex,4,4.0,Guzape District,175000000.0
2024,Terraced Duplex,5,5.0,Jahi,350000000.0
2024,Terraced Duplex,4,5.0,Jahi,250000000.0
2024,Terraced Duplex,4,5.0,Jahi,250000000.0
2024,Terraced Duplex,4,5.0,Life Camp,140000000.0
2024,Terraced Duplex,4,5.0,Life Camp,140000000.0
2024,Detached Duplex,6,7.0,Dakwo,180000000.0
2024,Detached Duplex,6,7.0,Dakwo,180000000.0
2024,Detached Duplex,5,6.0,Galadimawa,170000000.0
2024,Detached Duplex,5,6.0,Galadimawa,170000000.0
2024,Detached Bungalow,3,3.0,Galadimawa,100000000.0
2024,Terraced Duplex,4,4.0,Jahi,360000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,65000000.0
2024,Terraced Duplex,5,5.0,Apo,300000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,200000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,200000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,250000000.0
2024,Detached Duplex,7,7.0,Katampe,1300000000000.0
2024,Terraced Duplex,4,4.0,Katampe,500000000.0
2024,Detached Bungalow,4,4.0,Gwarinpa,200000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,450000000.0
2024,Detached Bungalow,3,3.0,Gwarinpa,130000000.0
2024,Terraced Duplex,4,4.0,Life Camp,850000000.0
2024,Detached Duplex,4,4.0,Katampe,300000000.0
2024,Terraced Duplex,5,5.0,Katampe,350000000.0
2024,Flat / Apartment,3,3.0,Jahi,100000000.0
2024,Terraced Duplex,5,5.0,Galadimawa,220000000.0
2024,Terraced Duplex,4,4.0,Apo,350000000.0
2024,Terraced Duplex,5,5.0,Wuye,350000000.0
2024,Flat / Apartment,3,3.0,Jahi,130000000.0
2024,Detached Duplex,5,6.0,Kaura,300000000.0
2024,Detached Duplex,5,5.0,Katampe,1300000000.0
2024,Terraced Duplex,4,4.0,Guzape District,190000000.0
2024,Detached Duplex,7,8.0,Life Camp,400000000.0
2024,Terraced Duplex,4,4.0,Gaduwa,150000000.0
2024,Terraced Duplex,4,4.0,Jahi,230000000.0
2024,Detached Duplex,4,5.0,Kado,580000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Detached Duplex,5,5.0,Kukwaba,500000000.0
2024,Detached Duplex,5,5.0,Asokoro District,850000000.0
2024,Terraced Duplex,5,5.0,Durumi,180000000.0
2024,Flat / Apartment,3,3.0,Katampe,120000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Flat / Apartment,3,3.0,Life Camp,90000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Detached Duplex,5,5.0,Kaura,110000000.0
2024,Detached Bungalow,4,4.0,Gaduwa,160000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,280000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,80000000.0
2024,Flat / Apartment,4,4.0,Katampe,130000000.0
2024,Flat / Apartment,3,3.0,Katampe,180000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1300000000.0
2024,Terraced Duplex,4,5.0,Apo,150000000.0
2024,Terraced Duplex,4,4.0,Durumi,130000000.0
2024,Terraced Duplex,4,4.0,Jahi,200000000.0
2024,Detached Bungalow,3,3.0,Gwarinpa,170000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1000000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,245000000.0
2024,Detached Duplex,5,5.0,Maitama District,2400000000.0
2024,Terraced Duplex,3,3.0,Kyami,42000000.0
2024,Detached Duplex,5,5.0,Lugbe District,250000000.0
2024,Terraced Duplex,4,4.0,Jahi,190000000.0
2024,Flat / Apartment,3,3.0,Asokoro District,150000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,500000000.0
2024,Detached Bungalow,3,3.0,Idu Industrial,45000000.0
2024,Flat / Apartment,3,4.0,Katampe,130000000.0
2024,Terraced Duplex,4,5.0,Jahi,190000000.0
2024,Terraced Duplex,4,5.0,Wuye,160000000.0
2024,Detached Bungalow,3,3.0,Mbora (Nbora),130000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,750000000.0
2024,Detached Duplex,4,5.0,Lokogoma District,270000000.0
2024,Terraced Duplex,4,4.0,Katampe,450000000.0
2024,Terraced Duplex,4,4.0,Lokogoma District,100000000.0
2024,Detached Duplex,6,6.0,Katampe,170000000.0
2024,Terraced Duplex,4,4.0,Lokogoma District,121621865.0
2024,Detached Duplex,5,5.0,Wuye,700000000.0
2024,Terraced Duplex,3,3.0,Lokogoma District,95772200.0
2024,Detached Duplex,7,8.0,Gwarinpa,500000000.0
2024,Terraced Duplex,3,3.0,Lokogoma District,95770220.0
2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
2024,Flat / Apartment,2,2.0,Karmo,70000000.0
2024,Terraced Duplex,4,4.0,Jahi,190000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,160000000.0
2024,Flat / Apartment,3,4.0,Wuye,100000000.0
2024,Flat / Apartment,2,3.0,Mabushi,80000000.0
2024,Detached Duplex,7,7.0,Jabi,2000000000.0
2024,Flat / Apartment,2,3.0,Idu Industrial,60000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,800000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Terraced Duplex,4,5.0,Life Camp,190000000.0
2024,Detached Duplex,7,7.0,Guzape District,2600000000.0
2024,Flat / Apartment,3,3.0,Garki,135000000.0
2024,Detached Duplex,4,4.0,Jahi,400000000.0
2024,Terraced Duplex,4,4.0,Wuye,250000000.0
2024,Terraced Duplex,5,5.0,Jahi,600000000.0
2024,Terraced Duplex,5,5.0,Life Camp,260000000.0
2024,Flat / Apartment,2,2.0,Karmo,60000000.0
2024,Terraced Duplex,4,4.0,Mabushi,200000000.0
2024,Detached Duplex,5,5.0,Asokoro District,220000000.0
2024,Terraced Duplex,4,4.0,Jahi,150000000.0
2024,Flat / Apartment,2,2.0,Lugbe District,65000000.0
2024,Terraced Duplex,2,3.0,Kyami,50000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,170000000.0
2024,Detached Duplex,4,4.0,Utako,600000000.0
2024,Terraced Duplex,4,4.0,Jahi,190000000.0
2024,Detached Duplex,4,5.0,Utako,600000000.0
2024,Detached Duplex,4,5.0,Karsana,100000000.0
2024,Detached Duplex,7,8.0,Utako,600000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,80000000.0
2024,Terraced Duplex,5,5.0,Gwarinpa,280000000.0
2024,Terraced Duplex,4,5.0,Life Camp,150000000.0
2024,Terraced Duplex,4,5.0,Jahi,400000000.0
2024,Detached Duplex,4,5.0,Wuye,500000000.0
2024,Detached Bungalow,5,5.0,Lokogoma District,120000000.0
2024,Detached Duplex,8,8.0,Asokoro District,2000000000.0
2024,Detached Bungalow,6,6.0,Lokogoma District,120000000.0
2024,Detached Duplex,7,7.0,Guzape District,750000000.0
2024,Terraced Duplex,5,5.0,Durumi,250000000.0
2024,Terraced Duplex,6,7.0,Wuye,195000000.0
2024,Terraced Duplex,4,5.0,Asokoro District,220000000.0
2024,Flat / Apartment,2,3.0,Lugbe District,80000000.0
2024,Detached Duplex,5,5.0,Lugbe District,105000000.0
2024,Terraced Duplex,4,5.0,Jahi,400000000.0
2024,Terraced Duplex,3,3.0,Kyami,42000000.0
2024,Flat / Apartment,3,3.0,Jahi,90000000.0
2024,Terraced Duplex,4,5.0,Katampe,350000000.0
2024,Detached Duplex,5,6.0,Asokoro District,1900000000.0
2024,Terraced Duplex,4,4.0,Katampe,250000000.0
2024,Terraced Duplex,4,5.0,Apo,85000000.0
2024,Terraced Duplex,4,4.0,Mabushi,230000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,6,8.0,Guzape District,350000000.0
2024,Terraced Duplex,4,4.0,Karsana,65000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,370000000.0
2024,Detached Duplex,6,6.0,Other,190000000.0
2024,Terraced Duplex,4,5.0,Guzape District,225000000.0
2024,Detached Duplex,6,6.0,Gwarinpa,650000000.0
2024,Flat / Apartment,2,2.0,Gwarinpa,80000000.0
2024,Terraced Duplex,5,5.0,Life Camp,200000000.0
2024,Detached Duplex,4,5.0,Karsana,80000000.0
2024,Detached Duplex,7,9.0,Katampe,3000000000.0
2024,Detached Duplex,8,8.0,Gwarinpa,650000000.0
2024,Detached Duplex,5,5.0,Wuye,460000000.0
2024,Detached Duplex,5,5.0,Jahi,750000000.0
2024,Detached Duplex,7,8.0,Katampe,3000000000.0
2024,Detached Bungalow,3,4.0,Life Camp,130000000.0
2024,Terraced Duplex,4,4.0,Mabushi,250000000.0
2024,Detached Duplex,6,6.0,Katampe,450000000.0
2024,Detached Duplex,5,5.0,Katampe,680000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,225000000.0
2024,Flat / Apartment,2,3.0,Gwarinpa,33000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,400000000.0
2024,Detached Duplex,5,5.0,Lugbe District,150000000.0
2024,Detached Duplex,6,6.0,Guzape District,900000000.0
2024,Detached Duplex,7,7.0,Maitama District,2500000000.0
2024,Detached Duplex,7,7.0,Asokoro District,4500000000.0
2024,Detached Duplex,7,7.0,Guzape District,1800000000.0
2024,Detached Duplex,5,5.0,Jahi,750000000.0
2024,Flat / Apartment,3,4.0,Jahi,132000000.0
2024,Terraced Duplex,5,5.0,Karmo,4000000000.0
2024,Terraced Duplex,4,5.0,Maitama District,780000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,80000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,70000000.0
2024,Flat / Apartment,2,2.0,Other,30000000.0
2024,Terraced Duplex,4,5.0,Jabi,125000000.0
2024,Terraced Duplex,4,5.0,Guzape District,275000000.0
2024,Detached Duplex,6,8.0,Katampe,700000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,130000000.0
2024,Detached Duplex,5,5.0,Guzape District,350000000.0
2024,Terraced Duplex,3,3.0,Gwarinpa,120000000.0
2024,Terraced Duplex,3,3.0,Asokoro District,140000000.0
2024,Terraced Duplex,5,5.0,Jabi,190000000.0
2024,Detached Duplex,5,6.0,Karsana,350000000.0
2024,Detached Duplex,8,8.0,Maitama District,4500000000.0
2024,Detached Duplex,5,5.0,Kado,700000000.0
2024,Terraced Duplex,4,5.0,Life Camp,150000000.0
2024,Detached Duplex,5,5.0,Asokoro District,850000000.0
2024,Detached Duplex,7,7.0,Jabi,2000000000.0
2024,Detached Duplex,7,7.0,Jabi,2000000000.0
2024,Flat / Apartment,2,3.0,Karmo,60000000.0
2024,Terraced Duplex,4,4.0,Apo,75000000.0
2024,Terraced Duplex,4,5.0,Karmo,100000000.0
2024,Detached Bungalow,3,3.0,Lokogoma District,150000000.0
2024,Detached Duplex,6,7.0,Asokoro District,590000000.0
2024,Detached Duplex,5,5.0,Lugbe District,160000000.0
2024,Terraced Duplex,4,5.0,Garki,140000000.0
2024,Flat / Apartment,2,2.0,Jahi,165000000.0
2024,Terraced Duplex,5,6.0,Kado,270000000.0
2024,Detached Duplex,5,6.0,Jahi,750000000.0
2024,Flat / Apartment,3,1.0,Jahi,97000000.0
2024,Detached Duplex,5,5.0,Kubwa,90000000.0
2024,Detached Duplex,5,6.0,Wuye,600000000.0
2024,Detached Duplex,5,6.0,Wuye,600000000.0
2024,Flat / Apartment,2,2.0,Katampe,128000000.0
2024,Terraced Duplex,4,4.0,Mabushi,205000000.0
2024,Flat / Apartment,2,2.0,Jahi,160000000.0
2024,Terraced Duplex,4,4.0,Jabi,300000000.0
2024,Flat / Apartment,1,1.0,Mabushi,57000000.0
2024,Flat / Apartment,2,2.0,Jahi,165000000.0
2024,Flat / Apartment,3,3.0,Katampe,95000000.0
2024,Terraced Duplex,4,4.0,Jahi,350000000.0
2024,Detached Duplex,6,7.0,Katampe,1300000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,100000000.0
2024,Detached Duplex,4,5.0,Life Camp,240000000.0
2024,Detached Duplex,5,6.0,Wuye,480000000.0
2024,Detached Duplex,5,5.0,Galadimawa,380000000.0
2024,Terraced Duplex,6,7.0,Wuye,280000000.0
2024,Detached Duplex,8,8.0,Katampe,3000000000.0
2024,Detached Bungalow,3,3.0,Galadimawa,65000000.0
2024,Terraced Duplex,4,4.0,Mabushi,250000000.0
2024,Flat / Apartment,3,3.0,Karsana,75000000.0
2024,Detached Duplex,7,7.0,Jabi,2000000000.0
2024,Flat / Apartment,3,3.0,Jahi,150000000.0
2024,Flat / Apartment,3,3.0,Jahi,180000000.0
2024,Terraced Duplex,4,4.0,Mabushi,195000000.0
2024,Terraced Duplex,4,4.0,Life Camp,950000000.0
2024,Detached Duplex,4,4.0,Other,120000000.0
2024,Flat / Apartment,3,3.0,Jahi,110000000.0
2024,Terraced Duplex,4,5.0,Mabushi,205000000.0
2024,Terraced Duplex,4,5.0,Guzape District,225000000.0
2024,Terraced Duplex,4,5.0,Guzape District,245000000.0
2024,Detached Duplex,5,6.0,Garki,400000000.0
