id,added_on_year,type,bedrooms,bathrooms,toilets,parking_spaces,town,state,price
409,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦240,000,000"
410,2025,Detached Duplex,5,5,6,6,Gaduwa,Abuja,"₦250,000,000"
411,2024,Flat / Apartment,2,2,3,Unknown,Life Camp,Abuja,"₦70,000,000"
412,2024,Flat / Apartment,2,2,3,Unknown,Life Camp,Abuja,"₦90,000,000"
413,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Jahi,Abuja,"₦300,000,000"
414,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦180,000,000"
415,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦170,000,000"
416,2024,Detached Duplex,5,Unknown,6,Unknown,Lugbe District,Abuja,"₦200,000,000"
417,2025,Detached Duplex,5,5,6,4,Life Camp,Abuja,"₦380,000,000"
418,2025,Flat / Apartment,18,18,24,12,Wuye,Abuja,"₦580,000,000"
419,2025,Terraced Duplex,5,5,6,3,Jahi,Abuja,"₦420,000,000"
420,2025,Terraced Duplex,4,4,5,3,Karmo,Abuja,"₦110,000,000"
421,2024,Detached Duplex,6,6,7,6,Asokoro District,Abuja,"₦850,000,000"
422,2025,Terraced Bungalow,4,5,5,4,Wuye,Abuja,"₦220,000,000"
423,2025,Terraced Duplex,4,4,5,3,Garki,Abuja,"₦190,000,000"
424,2025,Flat / Apartment,2,2,3,2,Life Camp,Abuja,"₦70,000,000"
425,2025,Terraced Duplex,4,4,5,3,Guzape District,Abuja,"₦270,000,000"
426,2025,Detached Duplex,5,5,6,4,Galadimawa,Abuja,"₦90,000,000"
427,2025,Detached Duplex,5,5,6,3,Guzape District,Abuja,"₦850,000,000"
428,2025,Terraced Duplex,4,4,5,4,Wuse,Abuja,"₦240,000,000"
429,2024,House,5,5,4,3,Life Camp,Abuja,"₦90,000,000"
430,2025,Detached Bungalow,3,Unknown,Unknown,Unknown,Kubwa,Abuja,"₦25,000,000"
431,2025,House,3,3,4,6,Asokoro District,Abuja,"₦240,000,000"
432,2024,Flat / Apartment,2,2,3,2,Gwarinpa,Abuja,"₦45,000,000"
433,2024,Flat / Apartment,3,3,4,2,Gwarinpa,Abuja,"₦65,000,000"
434,2024,Terraced Duplex,3,3,4,2,Gwarinpa,Abuja,"₦75,000,000"
435,2024,Terraced Duplex,3,3,4,2,Life Camp,Abuja,"₦120,000,000"
436,2024,Terraced Duplex,4,4,5,3,Apo,Abuja,"₦140,000,000"
437,2025,Flat / Apartment,3,3,3,Unknown,Gwarinpa,Abuja,"₦90,000,000"
438,2025,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦114,000,000"
439,2024,Detached Duplex,5,6,6,6,Life Camp,Abuja,"₦380,000,000"
440,2025,Flat / Apartment,2,2,3,3,Kubwa,Abuja,"₦58,000,000"
441,2025,Detached Duplex,5,7,7,8,Lokogoma District,Abuja,"₦250,000,000"
442,2025,Detached Duplex,3,3,5,10,Lugbe District,Abuja,"₦255,000,000"
443,2025,Detached Duplex,7,7,8,5,Gudu,Abuja,"₦18,000,000,000"
444,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Asokoro District,Abuja,"₦4,500,000,000"
445,2025,Detached Bungalow,3,3,4,Unknown,Lugbe District,Abuja,"₦80,000,000"
446,2025,Terraced Duplex,4,4,5,4,Guzape District,Abuja,"₦350,000,000"
447,2025,Detached Duplex,5,5,6,5,Asokoro District,Abuja,"₦600,000,000"
448,2025,Detached Duplex,5,5,6,5,Gwarinpa,Abuja,"₦230,000,000"
449,2025,Flat / Apartment,3,4,4,Unknown,Life Camp,Abuja,"₦80,000,000"
450,2025,Detached Duplex,7,7,8,12,Guzape District,Abuja,"₦2,000,000,000"
451,2025,Terraced Duplex,5,6,6,Unknown,Kado,Abuja,"₦315,000,000"
452,2025,Detached Bungalow,3,Unknown,Unknown,Unknown,Wuse,Abuja,"₦950,000,000"
453,2025,Detached Duplex,5,6,6,5,Jabi,Abuja,"₦320,000,000"
454,2025,Detached Duplex,4,Unknown,Unknown,Unknown,Lokogoma District,Abuja,"₦120,000,000"
455,2025,Terraced Duplex,4,5,5,3,Life Camp,Abuja,"₦180,000,000"
456,2025,Flat / Apartment,3,3,4,4,Life Camp,Abuja,"₦140,000,000"
457,2023,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦450,000,000"
458,2023,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦450,000,000"
459,2024,Flat / Apartment,3,3,4,3,Wuye,Abuja,"₦80,000,000"
460,2024,Terraced Duplex,4,4,5,4,Wuye,Abuja,"₦150,000,000"
461,2025,Terraced Duplex,4,5,5,2,Gwarinpa,Abuja,"₦160,000,000"
462,2024,Terraced Duplex,4,5,6,4,Katampe,Abuja,No price available
463,2025,Flat / Apartment,3,4,4,2,Life Camp,Abuja,"₦100,000,000"
464,2024,Terraced Duplex,4,5,6,Unknown,Jahi,Abuja,"₦170,000,000"
465,2023,Detached Duplex,6,8,8,15,Guzape District,Abuja,"₦2,000,000,000"
466,2023,Detached Duplex,6,7,7,10,Guzape District,Abuja,"₦950,000,000"
467,2025,Detached Bungalow,3,Unknown,4,Unknown,Galadimawa,Abuja,"₦160,000,000"
468,2024,Detached Duplex,7,9,9,10,Guzape District,Abuja,"₦1,300,000,000"
469,2024,Detached Duplex,5,7,7,4,Apo,Abuja,"₦800,000,000"
470,2023,Detached Duplex,6,7,7,20,Guzape District,Abuja,"₦2,000,000,000"
471,2025,Flat / Apartment,2,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦60,000,000"
472,2025,Detached Duplex,7,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦1,700,000,000"
473,2025,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦135,000,000"
474,2025,Detached Duplex,5,5,6,6,Galadimawa,Abuja,"₦420,000,000"
475,2025,Detached Duplex,5,5,6,4,Kado,Abuja,"₦315,000,000"
476,2025,Detached Duplex,5,5,6,6,Idu Industrial,Abuja,"₦265,000,000"
477,2025,Detached Duplex,5,5,6,6,Idu Industrial,Abuja,"₦330,000,000"
478,2025,Terraced Duplex,4,4,5,Unknown,Idu Industrial,Abuja,"₦110,000,000"
479,2025,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦1,500,000,000"
480,2025,Terraced Duplex,4,4,5,Unknown,Wuye,Abuja,"₦230,000,000"
481,2025,Terraced Duplex,4,5,5,5,Life Camp,Abuja,"₦150,000,000"
482,2025,Detached Duplex,5,5,6,6,Galadimawa,Abuja,"₦430,000,000"
483,2025,Detached Duplex,8,10,10,15,Maitama District,Abuja,"₦8,000,000,000"
484,2025,Detached Duplex,5,6,6,8,Asokoro District,Abuja,"₦1,000,000,000"
485,2025,Detached Duplex,10,12,12,15,Maitama District,Abuja,"₦8,000,000,000"
486,2025,Detached Duplex,6,6,7,Unknown,Kado,Abuja,"₦1,200,000,000"
487,2025,Detached Duplex,5,5,6,8,Asokoro District,Abuja,"₦1,700,000,000"
488,2025,Detached Duplex,4,4,5,5,Jabi,Abuja,"₦260,000,000"
489,2024,Detached Duplex,7,7,8,15,Maitama District,Abuja,"₦2,200,000,000"
490,2024,Detached Duplex,6,6,7,10,Gaduwa,Abuja,"₦200,000,000"
491,2025,Terraced Duplex,3,3,4,3,Jabi,Abuja,"₦125,000,000"
492,2025,Terraced Duplex,5,5,6,Unknown,Kado,Abuja,"₦315,000,000"
493,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦175,000,000"
494,2025,Terraced Duplex,4,4,5,2,Jahi,Abuja,"₦200,000,000"
495,2025,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦300,000,000"
496,2025,Detached Duplex,4,4,5,5,Mabushi,Abuja,"₦450,000,000"
497,2025,Detached Duplex,4,4,5,Unknown,Galadimawa,Abuja,"₦320,000,000"
498,2025,Terraced Duplex,4,5,5,3,Wuse,Abuja,"₦550,000,000"
499,2025,Flat / Apartment,3,4,4,Unknown,Katampe,Abuja,"₦75,000,000"
500,2025,Terraced Duplex,4,4,4,3,Gaduwa,Abuja,"₦110,000,000"
501,2025,Flat / Apartment,3,4,4,Unknown,Karmo,Abuja,"₦58,000,000"
502,2025,Detached Duplex,4,5,5,Unknown,Jabi,Abuja,"₦270,000,000"
503,2024,Detached Bungalow,2,2,3,Unknown,Kuje,Abuja,"₦50,000,000"
504,2025,Terraced Duplex,3,4,4,Unknown,Life Camp,Abuja,"₦165,000,000"
505,2024,Detached Duplex,4,4,5,6,Kaura,Abuja,"₦900,000,000"
506,2025,House,4,4,5,3,Kyami,Abuja,"₦110,000,000"
507,2025,Detached Duplex,4,5,5,3,Wuye,Abuja,"₦250,000,000"
508,2025,Terraced Duplex,5,5,6,Unknown,Maitama District,Abuja,"₦400,000,000"
509,2025,Detached Duplex,4,5,5,5,Guzape District,Abuja,"₦370,000,000"
510,2025,House,4,4,5,3,Kyami,Abuja,"₦110,000,000"
511,2025,Detached Duplex,5,5,6,2,Katampe,Abuja,"₦159,000,000"
512,2025,Detached Duplex,6,7,7,6,Kado,Abuja,"₦900,000,000"
513,2025,Detached Duplex,6,7,6,10,Kado,Abuja,"₦850,000,000"
514,2025,Detached Duplex,6,6,7,Unknown,Gwarinpa,Abuja,"₦480,000,000"
515,2025,Detached Duplex,6,6,7,6,Kado,Abuja,"₦850,000,000"
516,2025,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦300,000,000"
517,2025,Flat / Apartment,3,3,4,Unknown,Maitama District,Abuja,"₦350,000,000"
518,2025,Detached Duplex,4,4,5,5,Kado,Abuja,"₦550,000,000"
519,2025,Terraced Duplex,5,5,6,Unknown,Jahi,Abuja,"₦17,500,000"
520,2025,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦140,000,000"
521,2025,Flat / Apartment,2,3,3,Unknown,Gwarinpa,Abuja,"₦65,000,000"
522,2025,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦300,000,000"
523,2024,Detached Bungalow,3,3,4,6,Karsana,Abuja,"₦75,000,000"
524,2025,Detached Duplex,10,11,11,40,Maitama District,Abuja,"₦6,500,000,000"
525,2025,Flat / Apartment,2,3,3,Unknown,Gwarinpa,Abuja,"₦65,000,000"
526,2025,Detached Duplex,5,5,6,5,Life Camp,Abuja,"₦300,000,000"
527,2025,Detached Duplex,5,5,6,5,Karsana,Abuja,"₦330,000,000"
528,2024,Detached Bungalow,3,3,4,7,Lugbe District,Abuja,"₦55,000,000"
529,2024,Detached Bungalow,3,4,4,Unknown,Kyami,Abuja,"₦22,000,000"
530,2025,Detached Bungalow,4,Unknown,3,6,Zuba,Abuja,"₦23,000,000"
531,2025,Detached Duplex,4,5,5,Unknown,Kado,Abuja,"₦550,000,000"
532,2025,Detached Duplex,6,7,7,Unknown,Kado,Abuja,"₦850,000,000"
533,2025,Detached Duplex,5,5,6,Unknown,Idu Industrial,Abuja,"₦200,000,000"
534,2025,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦150,000,000"
535,2025,Flat / Apartment,3,Unknown,Unknown,Unknown,Maitama District,Abuja,"₦320,000,000"
536,2025,Flat / Apartment,2,2,3,3,Jahi,Abuja,"₦135,000,000"
537,2025,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
538,2025,Flat / Apartment,2,2,3,3,Jahi,Abuja,"₦135,000,000"
539,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
540,2025,Detached Duplex,4,Unknown,6,10,Lugbe District,Abuja,"₦140,000,000"
541,2025,Detached Duplex,6,8,7,10,Jahi,Abuja,"₦850,000,000"
542,2025,Detached Duplex,5,7,6,6,Jahi,Abuja,"₦550,000,000"
543,2024,Terraced Duplex,4,4,5,3,Durumi,Abuja,"₦150,000,000"
544,2024,Detached Duplex,5,5,6,8,Lokogoma District,Abuja,"₦120,000,000"
545,2024,Detached Duplex,5,5,6,7,Kukwaba,Abuja,"₦210,000,000"
546,2025,Flat / Apartment,3,3,4,4,Maitama District,Abuja,"₦320,000,000"
547,2025,Detached Duplex,5,6,6,Unknown,Gwarinpa,Abuja,"₦250,000,000"
548,2025,Flat / Apartment,3,4,4,Unknown,Life Camp,Abuja,"₦95,000,000"
549,2025,Detached Duplex,4,5,5,4,Guzape District,Abuja,"₦500,000,000"
550,2025,Detached Duplex,5,6,6,1,Guzape District,Abuja,"₦750,000,000"
551,2025,Terraced Duplex,3,3,4,3,Life Camp,Abuja,"₦55,000,000"
552,2025,Flat / Apartment,2,2,3,2,Jahi,Abuja,"₦135,000,000"
553,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Mabushi,Abuja,"₦190,000,000"
554,2025,Detached Duplex,5,5,6,Unknown,Gwarinpa,Abuja,"₦400,000,000"
555,2025,Terraced Duplex,4,5,5,2,Durumi,Abuja,"₦220,000,000"
556,2025,Detached Duplex,7,8,8,20,Guzape District,Abuja,"₦1,800,000,000"
557,2024,Terraced Duplex,3,3,4,2,Life Camp,Abuja,"₦150,000,000"
558,2024,Terraced Duplex,4,4,5,2,Life Camp,Abuja,"₦130,000,000"
559,2025,Flat / Apartment,3,Unknown,Unknown,Unknown,Lugbe District,Abuja,"₦40,000,000"
560,2025,Detached Bungalow,3,Unknown,Unknown,Unknown,Kubwa,Abuja,"₦65,000,000"
561,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Apo,Abuja,"₦210,000,000"
562,2025,Terraced Duplex,4,4,5,4,Wuye,Abuja,"₦280,000,000"
563,2025,Flat / Apartment,2,2,3,3,Kaura,Abuja,"₦65,000,000"
564,2025,Terraced Duplex,4,5,5,4,Life Camp,Abuja,"₦270,000,000"
565,2025,Detached Duplex,5,5,6,Unknown,Asokoro District,Abuja,"₦4,000,000,000"
566,2025,Detached Duplex,7,8,8,Unknown,Asokoro District,Abuja,"₦1,900,000,000"
567,2025,Terraced Duplex,3,4,4,6,Garki,Abuja,"₦170,000,000"
568,2024,Detached Bungalow,3,5,4,10,Lokogoma District,Abuja,"₦85,000,000"
569,2025,Detached Bungalow,4,5,5,10,Galadimawa,Abuja,"₦100,000,000"
570,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Jahi,Abuja,"₦320,000,000"
571,2025,Terraced Duplex,4,5,5,6,Life Camp,Abuja,"₦100,000,000"
572,2024,Detached Duplex,5,6,6,Unknown,Karsana,Abuja,"₦300,000,000"
573,2025,Flat / Apartment,2,2,3,2,Jahi,Abuja,"₦135,000,000"
574,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦225,000,000"
575,2024,Terraced Duplex,4,5,5,Unknown,Durumi,Abuja,"₦200,000,000"
576,2024,Detached Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦2,700,000,000"
577,2024,Detached Bungalow,3,3,4,Unknown,Lokogoma District,Abuja,"₦155,000,000"
578,2024,Terraced Duplex,4,4,5,Unknown,Gaduwa,Abuja,"₦200,000,000"
579,2025,Detached Duplex,6,7,7,8,Maitama District,Abuja,"₦3,300,000,000"
580,2025,Detached Duplex,6,7,7,6,Maitama District,Abuja,"₦3,000,000,000"
581,2024,Detached Duplex,7,8,8,1800,Guzape District,Abuja,"₦2,700,000,000"
582,2025,Terraced Duplex,4,Unknown,5,Unknown,Jahi,Abuja,"₦300,000,000"
583,2025,Detached Duplex,7,8,8,10,Maitama District,Abuja,"₦3,000,000,000"
584,2025,Detached Duplex,7,8,8,Unknown,Maitama District,Abuja,"₦4,500,000,000"
585,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦180,000,000"
586,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
587,2025,Detached Duplex,4,4,5,Unknown,Gwarinpa,Abuja,"₦200,000,000"
588,2025,Detached Duplex,7,7,8,20,Asokoro District,Abuja,No price available
589,2025,Detached Duplex,6,7,7,10,Maitama District,Abuja,"₦3,000,000,000"
590,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
591,2024,Terraced Duplex,4,5,5,4,Jahi,Abuja,"₦280,000,000"
592,2024,Detached Duplex,7,8,8,10,Gwarinpa,Abuja,"₦650,000,000"
593,2024,Detached Duplex,4,5,5,5,Jahi,Abuja,"₦375,000,000"
594,2024,Terraced Duplex,4,5,5,3,Life Camp,Abuja,"₦160,000,000"
595,2025,Terraced Duplex,3,4,4,Unknown,Maitama District,Abuja,"₦55,000,000"
596,2024,Detached Duplex,5,6,6,10,Life Camp,Abuja,"₦250,000,000"
597,2024,Detached Duplex,4,5,5,8,Gwarinpa,Abuja,"₦200,000,000"
598,2024,Detached Duplex,5,5,6,Unknown,Karsana,Abuja,"₦420,000,000"
599,2025,House,5,Unknown,6,Unknown,Guzape District,Abuja,"₦850,000,000"
600,2025,Detached Duplex,5,6,6,Unknown,Guzape District,Abuja,"₦700,000,000"
601,2024,Detached Duplex,9,10,10,Unknown,Katampe,Abuja,"₦2,000,000,000"
602,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦135,000,000"
603,2025,Detached Duplex,12,12,12,20,Apo,Abuja,"₦600,000,000"
604,2025,Detached Duplex,4,5,5,Unknown,Lugbe District,Abuja,"₦100,000,000"
605,2024,Detached Duplex,5,5,6,8,Gudu,Abuja,"₦350,000,000"
606,2024,Flat / Apartment,3,3,4,2,Katampe,Abuja,"₦150,000,000"
607,2025,Detached Duplex,6,6,7,Unknown,Asokoro District,Abuja,"₦300,000,000"
608,2025,Detached Duplex,9,15,15,Unknown,Maitama District,Abuja,"₦10,000,000,000"
609,2025,Detached Duplex,5,9,9,Unknown,Kado,Abuja,"₦750,000,000"
610,2025,Terraced Duplex,4,5,5,Unknown,Galadimawa,Abuja,"₦140,000,000"
611,2025,Terraced Duplex,4,4,4,3,Durumi,Abuja,"₦170,000,000"
612,2025,Detached Duplex,5,6,6,2,Jahi,Abuja,"₦300,000,000"
613,2025,Terraced Duplex,4,5,5,Unknown,Apo,Abuja,"₦1,000,000,000"
614,2025,Flat / Apartment,2,3,3,2,Katampe,Abuja,"₦60,000,000"
615,2025,Terraced Duplex,4,5,5,Unknown,Gaduwa,Abuja,"₦150,000,000"
616,2024,Terraced Duplex,4,Unknown,5,Unknown,Lokogoma District,Abuja,"₦180,000,000"
617,2024,Detached Duplex,4,4,5,15,Lokogoma District,Abuja,"₦350,000,000"
618,2025,Detached Duplex,4,4,5,Unknown,Galadimawa,Abuja,"₦300,000,000"
619,2025,Detached Duplex,6,6,7,5,Jahi,Abuja,"₦560,000,000"
620,2025,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦145,000,000"
621,2025,Detached Duplex,7,Unknown,Unknown,Unknown,Asokoro District,Abuja,"₦1,800,000,000"
622,2025,Detached Duplex,5,5,6,Unknown,Jabi,Abuja,"₦250,000,000"
623,2025,Detached Duplex,4,4,5,Unknown,Idu Industrial,Abuja,"₦270,000,000"
624,2025,Terraced Duplex,3,3,4,Unknown,Jabi,Abuja,"₦130,000,000"
625,2025,Detached Duplex,4,4,5,Unknown,Durumi,Abuja,"₦130,000,000"
626,2025,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦600,000,000"
627,2024,Flat / Apartment,3,3,4,58,Guzape District,Abuja,"₦15,000,000,000"
628,2025,Flat / Apartment,2,3,3,3,Idu Industrial,Abuja,"₦60,000,000"
629,2025,Detached Duplex,6,6,7,6,Maitama District,Abuja,"₦2,500,000,000"
630,2025,Terraced Duplex,4,4,6,3,Gaduwa,Abuja,"₦120,000,000"
631,2025,Detached Duplex,4,5,5,Unknown,Gwarinpa,Abuja,"₦230,000,000"
632,2025,Detached Duplex,5,6,6,Unknown,Lugbe District,Abuja,"₦220,000,000"
633,2025,Detached Duplex,7,7,8,5,Guzape District,Abuja,"₦1,700,000,000"
634,2025,Detached Bungalow,3,4,5,6,Galadimawa,Abuja,"₦140,000,000"
635,2025,Detached Duplex,4,6,5,30,Kubwa,Abuja,"₦120,000,000"
636,2025,House,4,5,5,2,Guzape District,Abuja,"₦300,000,000"
637,2025,Flat / Apartment,3,3,4,3,Idu Industrial,Abuja,"₦58,000,000"
638,2025,Terraced Duplex,3,3,4,4,Life Camp,Abuja,"₦160,000,000"
639,2025,Terraced Duplex,5,5,6,5,Wuse,Abuja,"₦320,000,000"
640,2025,Detached Duplex,7,7,8,6,Asokoro District,Abuja,"₦1,700,000,000"
641,2025,Detached Duplex,5,5,7,5,Guzape District,Abuja,"₦600,000,000"
642,2025,House,4,4,5,6,Jabi,Abuja,"₦270,000,000"
643,2025,Detached Duplex,7,7,8,Unknown,Asokoro District,Abuja,"₦5,000,000,000"
644,2025,Terraced Duplex,4,4,5,3,Wuse 2,Abuja,"₦450,000,000"
